"configuration","problem","model","data_file","status","time","flatBoolVars","flatIntConstraints","initTime","eliminatedImplications","evaluatedHalfReifiedConstraints","solutions","restarts","variables","peakDepth","propagations","flatBoolConstraints","method","run","objective","paths","flatIntVars","failures","nSolutions","nodes","propagators","solveTime","flatTime"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta73_9a_alloc3.dzn","SATISFIED","605.635447524488","206563","218850","","4200","210663","","","","","","105200","minimize","results","2364","0","8286","","29","","","","15.3745"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta75_8a_alloc1.dzn","SATISFIED","605.7717969100922","206558","218771","","4200","210658","","","","","","105200","minimize","results","-1088","0","8213","","8","","","","15.9831"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta78_10a_alloc1.dzn","OPTIMAL_SOLUTION","295.19308866746724","206560","218775","3.41867","4200","210660","145","0","214784","1298","354513403","105200","minimize","results","-9839","0","8224","17512","145","114047","319774","268.904","17.4406"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta31_2a_alloc2.dzn","OPTIMAL_SOLUTION","7.180487651377916","14961","17732","0.192989","960","15891","105","0","16831","450","17284784","7935","minimize","results","-22600","0","1870","4302","105","29393","24706","5.31206","1.3264"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta76_6a_alloc1.dzn","SATISFIED","605.6324176657945","206558","218769","","4200","210658","","","","","","105200","minimize","results","-2207","0","8211","","15","","","","15.6398"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta66_4a_alloc3.dzn","OPTIMAL_SOLUTION","31.569136137142777","53217","59326","0.758514","2100","55267","80","0","57329","779","52598299","27600","minimize","results","-12274","0","4112","5460","80","35808","84825","24.6699","4.76438"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta74_5a_alloc2.dzn","SATISFIED","605.8883510008454","206560","218791","","4200","210660","","","","","","105200","minimize","results","948","0","8230","","9","","","","15.9376"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta70_4a_alloc3.dzn","SATISFIED","602.2142682466656","53250","59359","0.778746","2100","55300","20","0","57359","300","2622414828","27600","minimize","results","-4054","0","4109","311638","20","625512","84858","595.466","4.54176"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta41_2a_alloc3.dzn","OPTIMAL_SOLUTION","8.863658359274268","19908","23575","0.263333","1260","21138","79","0","22375","600","18645561","10560","minimize","results","-31279","0","2466","4005","79","27326","32874","6.42581","1.71455"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta75_10a_alloc1.dzn","OPTIMAL_SOLUTION","288.3482070732862","206558","218773","3.55685","4200","210658","134","0","214782","1283","305892151","105200","minimize","results","-9881","0","8224","15622","134","100311","319772","260.697999","17.3504"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta73_8a_alloc2.dzn","SATISFIED","605.7242198735476","206528","218798","","4200","210628","","","","","","105200","minimize","results","1332","0","8269","","22","","","","15.6474"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta57_4a_alloc1.dzn","OPTIMAL_SOLUTION","36.395116636529565","39955","44578","0.524664","1600","41505","123","0","43077","750","140363341","20725","minimize","results","-38432","0","3122","13939","123","69380","63702","31.9655","3.08374"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta55_4a_alloc1.dzn","SATISFIED","601.6543091759086","39956","44565","0.601389","1600","41506","22","0","43065","220","2733381940","20725","minimize","results","-2613","0","3109","450537","22","902859","63689","596.533","3.47073"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta38_3a_alloc3.dzn","OPTIMAL_SOLUTION","6.984601782634854","14962","17730","0.194244","960","15892","91","0","16830","450","19719753","7935","minimize","results","-22323","0","1867","4675","91","28113","24704","5.07973","1.37479"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta36_3a_alloc2.dzn","OPTIMAL_SOLUTION","81.97069762460887","14962","17737","0.217756","960","15892","17","0","16836","207","570534459","7935","minimize","results","0","0","1874","89713","17","181688","24711","79.9634","1.43234"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta45_3a_alloc2.dzn","SATISFIED","600.8255256041884","19908","23575","0.272509","1260","21138","28","0","22375","319","4697208820","10560","minimize","results","1","0","2466","627671","28","1259991","32874","597.965","2.03369"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta56_4a_alloc1.dzn","OPTIMAL_SOLUTION","19.548479748889804","39953","44562","0.574795","1600","41503","88","0","43065","577","36173234","20725","minimize","results","-9217","0","3112","4643","88","30120","63686","14.6644","3.34907"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta61_5a_alloc1.dzn","SATISFIED","602.0627641286701","53218","59327","0.783326","2100","55268","24","0","57327","419","4552863743","27600","minimize","results","290","0","4108","242544","24","491677","84826","595.444","4.56355"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta35_3a_alloc1.dzn","SATISFIED","600.5900331046432","14962","17729","0.196186","960","15892","37","0","16829","219","4639985799","7935","minimize","results","4","0","1866","796109","37","1597061","24703","598.616","1.38262"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta79_5a_alloc1.dzn","SATISFIED","605.9871877618134","206560","218791","","4200","210660","","","","","","105200","minimize","results","597","0","8230","","15","","","","16.993"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta79_6a_alloc3.dzn","OPTIMAL_SOLUTION","348.7061136327684","206560","218771","2.9492","4200","210660","163","0","214776","1453","439324342","105200","minimize","results","-16745","0","8216","20098","163","131796","319770","325.149","15.8828"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta70_4a_alloc1.dzn","OPTIMAL_SOLUTION","62.17130858078599","53218","59327","0.708763","2100","55268","217","0","57327","1000","167834001","27600","minimize","results","-50878","0","4108","17195","217","125189","84826","56.0229","4.31437"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta59_3a_alloc1.dzn","SATISFIED","601.4042703509331","39955","44562","0.53165","1600","41505","28","0","43062","293","3901198831","20725","minimize","results","5","0","3106","393436","28","791703","63686","596.788","3.21416"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta73_9a_alloc1.dzn","SATISFIED","605.7781675923616","206563","218850","","4200","210663","","","","","","105200","minimize","results","1242","0","8286","","25","","","","15.8937"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta53_4a_alloc1.dzn","SATISFIED","601.423431655392","39956","44564","0.52148","1600","41506","19","0","43064","288","4092666951","20725","minimize","results","40","0","3107","377850","19","759135","63688","596.844","3.15819"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta56_5a_alloc1.dzn","OPTIMAL_SOLUTION","38.51908793114126","39953","44563","0.600199","1600","41503","167","0","43063","750","112833293","20725","minimize","results","-37948","0","3109","11857","167","78313","63687","33.0846","3.7834"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta38_2a_alloc1.dzn","OPTIMAL_SOLUTION","6.93486462533474","14962","17733","0.198781","960","15892","94","0","16832","450","15899504","7935","minimize","results","-22323","0","1870","3883","94","26783","24707","4.92455","1.45958"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta74_10a_alloc2.dzn","SATISFIED","605.7832355797291","206560","218866","","4200","210660","","","","","","105200","minimize","results","2239","0","8305","","24","","","","15.9398"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta33_3a_alloc1.dzn","OPTIMAL_SOLUTION","94.6504562087357","14962","17730","0.194858","960","15892","113","0","16830","450","652392300","7935","minimize","results","-23693","0","1867","138908","113","299099","24704","92.7593","1.33343"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta36_2a_alloc1.dzn","OPTIMAL_SOLUTION","2.8721684645861387","14962","17732","0.193652","960","15892","9","0","16831","207","5648795","7935","minimize","results","0","0","1869","971","9","3158","24706","0.935419","1.41025"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta77_6a_alloc3.dzn","SATISFIED","605.7583556678146","206559","218770","","4200","210659","","","","","","105200","minimize","results","-12228","0","8210","","19","","","","15.6072"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta50_3a_alloc2.dzn","SATISFIED","600.8087628446519","19908","23576","0.27995","1260","21138","25","0","22376","261","4405638693","10560","minimize","results","-6138","0","2468","672923","25","1348293","32875","598.252","1.74699"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta37_3a_alloc3.dzn","OPTIMAL_SOLUTION","175.24574135616422","14961","17736","0.193972","960","15891","19","0","16835","255","1268343922","7935","minimize","results","0","0","1874","203099","19","408871","24710","173.372","1.31372"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta76_10a_alloc2.dzn","SATISFIED","605.5754423122853","206523","218738","","4200","210623","","","","","","105200","minimize","results","-32436","0","8214","","69","","","","15.6018"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta57_4a_alloc1.dzn","SATISFIED","601.4366667792201","39955","44563","0.528627","1600","41505","34","0","43063","312","4269161787","20725","minimize","results","1046","0","3107","359305","34","725205","63687","596.7","3.30017"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta35_2a_alloc3.dzn","SATISFIED","600.6238852404058","14962","17729","0.219125","960","15892","51","0","16829","254","4041296266","7935","minimize","results","-5936","0","1867","846344","51","1698024","24703","598.528","1.47107"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta75_9a_alloc3.dzn","OPTIMAL_SOLUTION","333.19431001134217","206558","218772","2.99528","4200","210658","151","0","214780","1409","411183551","105200","minimize","results","-10625","0","8222","18791","151","123292","319771","309.663","15.7694"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta56_3a_alloc1.dzn","OPTIMAL_SOLUTION","33.9378273319453","39953","44569","0.518464","1600","41503","167","0","43068","750","110997664","20725","minimize","results","-37948","0","3115","11621","167","77366","63693","29.4611","3.11607"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta76_7a_alloc1.dzn","SATISFIED","605.9262178819627","206558","218814","","4200","210658","","","","","","105200","minimize","results","-46436","0","8255","","187","","","","16.6643"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta66_4a_alloc3.dzn","OPTIMAL_SOLUTION","64.48254111409187","53217","59340","0.759161","2100","55267","161","0","57339","1000","196720274","27600","minimize","results","-50390","0","4122","17232","161","103602","84839","58.1126","4.47348"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta37_3a_alloc1.dzn","OPTIMAL_SOLUTION","5.932567095384002","14961","17729","0.201993","960","15891","74","0","16831","450","15353531","7935","minimize","results","-7858","0","1870","3155","74","20821","24703","4.0628","1.31682"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta60_3a_alloc2.dzn","OPTIMAL_SOLUTION","29.643750621005893","39957","44565","0.607894","1600","41507","129","0","43067","720","106663139","20725","minimize","results","-11782","0","3110","9101","129","60904","63689","24.2835","3.83429"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta72_8a_alloc2.dzn","SATISFIED","605.8894053082913","206583","218853","","4200","210683","","","","","","105200","minimize","results","1070","0","8269","","36","","","","15.7556"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta38_3a_alloc2.dzn","OPTIMAL_SOLUTION","5.348953990265727","14962","17730","0.198236","960","15892","58","0","16832","450","13359315","7935","minimize","results","-7423","0","1870","2529","58","16730","24704","3.36248","1.44667"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta65_5a_alloc1.dzn","OPTIMAL_SOLUTION","66.27636794373393","53218","59328","0.71242","2100","55268","228","0","57328","1000","175372359","27600","minimize","results","-49199","0","4109","18497","228","133592","84827","60.2042","4.24123"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta56_4a_alloc2.dzn","SATISFIED","601.6142235398293","39953","44562","0.533198","1600","41503","20","0","43062","221","2930467758","20725","minimize","results","-2994","0","3109","481350","20","964170","63686","596.82","3.18234"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta43_2a_alloc2.dzn","OPTIMAL_SOLUTION","8.739061795175076","19907","23574","0.263968","1260","21137","75","0","22375","588","24613273","10560","minimize","results","-14384","0","2468","3942","75","27148","32873","6.33873","1.68026"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta75_6a_alloc1.dzn","SATISFIED","605.5667912159115","206579","218821","","4200","210679","","","","","","105200","minimize","results","870","0","8241","","30","","","","15.723"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta72_5a_alloc1.dzn","SATISFIED","605.690792620182","206561","218771","","4200","210661","","","","","","105200","minimize","results","-72063","0","8209","","261","","","","15.6064"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta53_5a_alloc2.dzn","SATISFIED","601.5939125847071","39956","44566","0.606244","1600","41506","23","0","43066","223","2690792963","20725","minimize","results","-2909","0","3110","443952","23","889809","63690","596.555","3.45065"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta37_2a_alloc2.dzn","OPTIMAL_SOLUTION","7.29012462310493","14961","17732","0.195555","960","15891","109","0","16831","450","16796039","7935","minimize","results","-23807","0","1870","4306","109","29560","24706","5.4445","1.30473"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta79_10a_alloc3.dzn","OPTIMAL_SOLUTION","271.4837597478181","206583","218798","2.94861","4200","210683","133","0","214807","1287","319079946","105200","minimize","results","-10058","0","8224","16096","133","105939","319797","248.72","15.4603"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta32_3a_alloc3.dzn","SATISFIED","600.5957171097398","14962","17729","0.195582","960","15892","15","0","16829","229","4815616996","7935","minimize","results","1","0","1866","842990","15","1687969","24703","598.642","1.35797"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta43_2a_alloc2.dzn","OPTIMAL_SOLUTION","2.992588508874178","19907","23577","0.261434","1260","21137","8","0","22376","227","1770614","10560","minimize","results","0","0","2469","341","8","1838","32876","0.544489","1.7579"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta78_5a_alloc3.dzn","SATISFIED","606.1186148114502","206582","218814","","4200","210682","","","","","","105200","minimize","results","-41950","0","8231","","154","","","","16.2077"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta75_6a_alloc3.dzn","SATISFIED","605.7240160126239","206579","218789","","4200","210679","","","","","","105200","minimize","results","443","0","8209","","18","","","","15.9137"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta74_6a_alloc2.dzn","SATISFIED","606.0391655508429","206560","218803","","4200","210660","","","","","","105200","minimize","results","-72309","0","8242","","239","","","","15.6279"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta74_10a_alloc3.dzn","SATISFIED","606.1952362805605","206560","218774","","4200","210660","","","","","","105200","minimize","results","2982","0","8213","","28","","","","15.7555"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta49_3a_alloc1.dzn","OPTIMAL_SOLUTION","8.47496696561575","19906","23574","0.272582","1260","21136","72","0","22376","600","19746687","10560","minimize","results","-9676","0","2470","3716","72","25717","32873","6.02679","1.72863"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta75_7a_alloc2.dzn","SATISFIED","605.4627082385123","206558","218770","","4200","210658","","","","","","105200","minimize","results","-6031","0","8211","","9","","","","15.278"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta40_2a_alloc2.dzn","OPTIMAL_SOLUTION","7.13856883533299","14962","17733","0.191394","960","15892","99","0","16832","450","20139455","7935","minimize","results","-22310","0","1870","4465","99","30515","24707","5.30149","1.30499"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta58_3a_alloc1.dzn","SATISFIED","601.6529504694045","39957","44572","0.594729","1600","41507","47","0","43071","337","3583779721","20725","minimize","results","10","0","3114","331237","47","672257","63696","596.12","3.88253"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta57_5a_alloc2.dzn","SATISFIED","601.4816562049091","39955","44564","0.514422","1600","41505","9","0","43064","283","4247169989","20725","minimize","results","394","0","3108","367366","9","736384","63688","596.788","3.21506"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta57_4a_alloc2.dzn","OPTIMAL_SOLUTION","29.974439335986972","39955","44564","0.533727","1600","41505","140","0","43064","750","95976563","20725","minimize","results","-38432","0","3108","9611","140","62953","63688","25.383","3.20485"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta72_9a_alloc3.dzn","SATISFIED","605.5956334564835","206561","218775","","4200","210661","","","","","","105200","minimize","results","-1696","0","8214","","11","","","","16.360499"
